record_index	shape_value	delta_value	shape	shape_2bit_bytes	phrase_plain
1602	5449546	842	[2 4 6 2 3 5 1 2]	overflow_word_gt4	ropa interior absorbente nina noche dr3nite ti anos
1603	5452498	2952	[2 4 6 3 1 3 2 2]	overflow_word_gt4	dr oetker ristorante pi6za 4 qesos caja tug
1604	5452800	302	[2 4 6 3 2]	overflow_word_gt4	pan tostado tradicional bimbo fg
1605	5453312	512	[2 4 6 3 3]	overflow_word_gt4	cafe capsula cappuccino dolce gusto
1606	5453440	128	[2 4 6 3 3 2]	overflow_word_gt4	cava martin berasategui brut nature vic
1607	5453440	0	[2 4 6 3 3 2]	overflow_word_gt4	cava martin berasategui brut nature vic
1608	5453914	474	[2 4 6 3 4 1 3 2]	overflow_word_gt4	mari marinera langostino cocido grande ga piezas caja
1609	5453952	38	[2 4 6 3 4 2]	overflow_word_gt4	vino blanco fri6zante lemon sandara vic
1610	5453952	0	[2 4 6 3 4 2]	overflow_word_gt4	casa jardin insecticida nature spra3 acml
1611	5453952	0	[2 4 6 3 4 2]	overflow_word_gt4	casa jardin insecticida nature spra3 acml
1612	5453968	16	[2 4 6 3 4 2 2]	overflow_word_gt4	dr oetker ristorante pi6za spinaci caja jeg
1613	5454050	82	[2 4 6 3 4 3 4 2]	overflow_word_gt4	casa jardin insecticida hogar perfume rosas spra3 pml
1614	5454480	430	[2 4 6 3 5 2 2]	overflow_word_gt4	dr oetker ristorante pi6za speciale caja big
1615	5456794	2314	[2 4 6 4 1 6 3 2]	overflow_word_gt4	pan mollete enriqecido salvado el anteqerano envase 4ud
1616	5456896	102	[2 4 6 4 2]	overflow_word_gt4	caja panuelos ultrasoft kleenex inud
1617	5457600	704	[2 4 6 4 3 3]	overflow_word_gt4	cafe capsula ristretto ardenza dolce gusto
1618	5458432	832	[2 4 6 4 5]	overflow_word_gt4	cafe soluble cappuccino caramelo hacendado
1619	5458704	272	[2 4 6 4 5 4 2]	overflow_word_gt4	dr oetker aromatizante naranja valencia botella caml
1620	5459024	320	[2 4 6 4 6 1 2]	overflow_word_gt4	vino blanco fri6zante moscato barbadillo vi vic
1621	5466216	7192	[2 4 6 6 4 1 5]	overflow_word_gt4	dia plumero atrapapolvo microfibra aparato 3 recambios
1622	5470992	4776	[2 4 6 7 5 4 2]	overflow_word_gt4	zum sumidero insecticida exterminador cucaracha botella kml
1623	5482249	11257	[2 4 7 2 3 4 1 1]	overflow_word_gt4	zumo naranja juverdisfru sin azucar anadido p 6
1624	5482266	17	[2 4 7 2 3 4 3 2]	overflow_word_gt4	zumo manzana juverdisfru sin azucar anadido brik 2l
1625	5483722	1456	[2 4 7 2 6 3 1 2]	overflow_word_gt4	roc fluido dermocalman alta tolerancia spf bo caja
1626	5489882	6160	[2 4 7 4 2 3 3 2]	overflow_word_gt4	zumo arandano juverdisfru exotico sin azucar brik 1l
1627	5489891	9	[2 4 7 4 2 3 4 3]	overflow_word_gt4	zumo guayaba juverdisfru exotico sin azucar anadido brik
1628	5490632	741	[2 4 7 4 3 7 1]	overflow_word_gt4	vino blanco chardonna3 faustino rivero vtcastilla c
1629	5490905	273	[2 4 7 4 4 3 3 1]	overflow_word_gt4	cafe intenso descafeinado capsula nescafe dolce gusto r
1630	5492736	1831	[2 4 7 5]	overflow_word_gt4	cafe soluble descafeinado hacendado
1631	5493760	1024	[2 4 7 5 2]	overflow_word_gt4	cafe soluble descafeinado carrefour xag
1632	5493760	0	[2 4 7 5 2]	overflow_word_gt4	cafe soluble descafeinado carrefour xag
1633	5494416	656	[2 4 7 5 3 2 2]	overflow_word_gt4	hs supreme acondicionador anticaspa repara tubo vuml
1634	5494912	496	[2 4 7 5 4 2]	overflow_word_gt4	cafe soluble descafeinado classic nescafe lig
1635	5497984	3072	[2 4 7 6 2 2]	overflow_word_gt4	roc fluido antiflacide6 reafirmante tubo coml
1636	5503104	5120	[2 4 7 7 4 2]	overflow_word_gt4	gel intenso lipoescultor nocturslim elifexir xaml
1637	5505024	1920	[2 5]	overflow_word_gt4	seta shiitake
1638	5543568	38544	[2 5 1 1 3 2 2]	overflow_word_gt4	dia refresco te al limon lata vc
1639	5543568	0	[2 5 1 1 3 2 2]	overflow_word_gt4	dia refresco te al limon lata vc
1640	5544064	496	[2 5 1 1 4 2]	overflow_word_gt4	7up limalimon p 2 botella 2l
1641	5544162	98	[2 5 1 1 4 3 4 2]	overflow_word_gt4	ajax limpiador 2 1 shower power pistola kml
1642	5545984	1822	[2 5 1 2]	overflow_word_gt4	dia macarrone p kg
1643	5545984	0	[2 5 1 2]	overflow_word_gt4	dia espaguetis p kg
1644	5551232	5248	[2 5 1 3 2 2]	overflow_word_gt4	dia refresco te verde lata vc
1645	5551232	0	[2 5 1 3 2 2]	overflow_word_gt4	dia alcachofa ud piezas lata lg
1646	5555328	4096	[2 5 1 4 2 2]	overflow_word_gt4	dia navajuelas al natural lata seg
1647	5556506	1178	[2 5 1 4 4 4 3 2]	overflow_word_gt4	base maqillaje no 6d68 accord parfait loreal 1ud
1648	5570560	14054	[2 5 2]	overflow_word_gt4	pera ecologica kg
1649	5570560	0	[2 5 2]	overflow_word_gt4	pera ecologica kg
1650	5570560	0	[2 5 2]	overflow_word_gt4	ajo carrefour acg
1651	5570560	0	[2 5 2]	overflow_word_gt4	kale carrefour xag
1652	5570560	0	[2 5 2]	overflow_word_gt4	pan carrefour 5ud
1653	5578752	8192	[2 5 2 2]	overflow_word_gt4	dia ketchup bote tug
1654	5580560	1808	[2 5 2 2 3 4 2]	overflow_word_gt4	dia refresco sin gas limon botella ll
1655	5580578	18	[2 5 2 2 3 4 4 2]	overflow_word_gt4	zumo tropical zero sin azucar anadido bifruta sin
1656	5580578	0	[2 5 2 2 3 4 4 2]	overflow_word_gt4	zumo tropical zero sin azucar anadido bifruta sin
1657	5582848	2270	[2 5 2 3]	overflow_word_gt4	seta carrefour kg apro7
1658	5582848	0	[2 5 2 3]	overflow_word_gt4	seta carrefour kg apro7
1659	5583650	802	[2 5 2 3 1 4 4 2]	overflow_word_gt4	vina ardanche vino tinto do navarra botella vic
1660	5583650	0	[2 5 2 3 1 4 4 2]	overflow_word_gt4	vina ardanche vino rosado do navarra botella vic
1661	5583872	222	[2 5 2 3 2]	overflow_word_gt4	dia mortadela maxi pieza zeg
1662	5583872	0	[2 5 2 3 2]	overflow_word_gt4	dia rosqilla pan bolsa 6g
1663	5584208	336	[2 5 2 3 2 5 2]	overflow_word_gt4	base maqillaje f2 matte base revolution 1ud
1664	5584208	0	[2 5 2 3 2 5 2]	overflow_word_gt4	base maqillaje c2 matte base revolution 1ud
1665	5584460	252	[2 5 2 3 3 1 1 4]	overflow_word_gt4	cava castell del llac brut p 3 botella
1666	5584512	52	[2 5 2 3 3 2]	overflow_word_gt4	cava castell del llac dulce vic
1667	5584592	80	[2 5 2 3 3 3 2]	overflow_word_gt4	dia delicious mini tosta pasas bolsa agg
1668	5584592	0	[2 5 2 3 3 3 2]	overflow_word_gt4	dia delicious mini tosta pasas bolsa agg
1669	5584700	108	[2 5 2 3 3 4 7 4]	overflow_word_gt4	gel exfoliante pure active fruit energ3 garnierskin natural
1670	5585024	324	[2 5 2 3 4 2]	overflow_word_gt4	dia delicious miel azahar frasco asg
1671	5585024	0	[2 5 2 3 4 2]	overflow_word_gt4	dia delicious miel romero frasco asg
1672	5585114	90	[2 5 2 3 4 3 3 2]	overflow_word_gt4	cava castell del llac artesano brut nature vic
1673	5585114	0	[2 5 2 3 4 3 3 2]	overflow_word_gt4	cava castell del llac artesano brut nature vic
1674	5585536	422	[2 5 2 3 5 2]	overflow_word_gt4	cera institut cera abeja carrefour yaml
1675	5586138	602	[2 5 2 3 6 3 3 2]	overflow_word_gt4	olay complete care crema hidratante noche tarro boml
1676	5587554	1416	[2 5 2 4 1 1 4 2]	overflow_word_gt4	zumo melocoton uva zumosol p 3 briks xaml
1677	5587746	192	[2 5 2 4 1 4 4 2]	overflow_word_gt4	vina costeira vino blanco do ribeiro botella vic
1678	5589282	1536	[2 5 2 4 4 4 4 2]	overflow_word_gt4	dia limpiador cera incolora terrazo baldosa botella 1l
1679	5589282	0	[2 5 2 4 4 4 4 2]	overflow_word_gt4	vela perfumada cera natural vetiver caribeno sandalo air
1680	5589504	222	[2 5 2 4 5]	overflow_word_gt4	masa hojaldre sin gluten hacendado
1681	5591040	1536	[2 5 2 5]	overflow_word_gt4	zumo melocoton uva hacendado
1682	5593216	2176	[2 5 2 5 4 2]	overflow_word_gt4	dia delicious miel eucalipto frasco asg
1683	5593754	538	[2 5 2 5 5 2 3 2]	overflow_word_gt4	zumo melocoton uva ecologico carrefour bio brik 1l
1684	5596160	2406	[2 5 2 6 2]	overflow_word_gt4	masa hojaldre casa tarradella rg
1685	5608208	12048	[2 5 3 1 1 4 2]	overflow_word_gt4	cava freixenet brut p 3 botella ec
1686	5611520	3312	[2 5 3 2]	overflow_word_gt4	copa chocolate negro xag
1687	5611520	0	[2 5 3 2]	overflow_word_gt4	cava codorniu extra vic
1688	5611520	0	[2 5 3 2]	overflow_word_gt4	anis altorreal dulce vec
1689	5611520	0	[2 5 3 2]	overflow_word_gt4	dia torre6no bolsa ogg
1690	5611520	0	[2 5 3 2]	overflow_word_gt4	ron matusalem anejo vec
1691	5612130	610	[2 5 3 2 1 1 4 2]	overflow_word_gt4	zumo mandarina simon life p 4 botella ec
1692	5612544	414	[2 5 3 2 2]	overflow_word_gt4	dia preparado crepe bote wag
1693	5612780	236	[2 5 3 2 2 3 5 4]	overflow_word_gt4	gel limpidor suave todo tipo pieles ecologico nectar
1694	5613200	420	[2 5 3 2 3 2 2]	overflow_word_gt4	dia aceitudas negra sin hueso lata jug
1695	5613236	36	[2 5 3 2 3 2 6 4]	overflow_word_gt4	oral enjuague bucal 3d 8hite lu7 perfection botella
1696	5613568	332	[2 5 3 2 4]	overflow_word_gt4	lote corporal mujer m3 moment
1697	5613840	272	[2 5 3 2 4 4 2]	overflow_word_gt4	oral enjuague bucal pro expert botella kml
1698	5613840	0	[2 5 3 2 4 4 2]	overflow_word_gt4	oral enjuague bucal pro expert botella kml
1699	5615616	1776	[2 5 3 3]	overflow_word_gt4	lote corporal mujer nivea
1700	5616640	1024	[2 5 3 3 2]	overflow_word_gt4	dia alcachofa bab3 bolsa lig
1701	5616640	0	[2 5 3 3 2]	overflow_word_gt4	pan cristal jamon curado lig
1702	5616640	0	[2 5 3 3 2]	overflow_word_gt4	cava puigesser brut nature vic
1703	5616768	128	[2 5 3 3 2 2]	overflow_word_gt4	dia delicious azucar moreno caja 1k
1704	5616802	34	[2 5 3 3 2 2 4 2]	overflow_word_gt4	san benedetto bebida fruta mi7 zero botella coc
1705	5616802	0	[2 5 3 3 2 2 4 2]	overflow_word_gt4	san benedetto bebida fruta mi7 zero botella coc
1706	5616808	6	[2 5 3 3 2 2 5]	overflow_word_gt4	lote corporal mujer flor mayo rose bulgarian
1707	5617280	472	[2 5 3 3 3 2]	overflow_word_gt4	dia chopped pork pieza envase zeg
1708	5617386	106	[2 5 3 3 3 3 5 2]	overflow_word_gt4	idc institute jabon manos limon flore pastilla xag
1709	5617792	406	[2 5 3 3 4 2]	overflow_word_gt4	cava llopart brut nature reserva vic
1710	5617808	16	[2 5 3 3 4 2 2]	overflow_word_gt4	dia delicious qeso anejo me6cla cuna 6g
1711	5617882	74	[2 5 3 3 4 3 3 2]	overflow_word_gt4	dia delicious salsa pedro ximene6 pasas fraco wug
1712	5617882	0	[2 5 3 3 4 3 3 2]	overflow_word_gt4	dia delicious salsa pedro ximene6 pasas fraco wug
1713	5620368	2486	[2 5 3 4 1 2 2]	overflow_word_gt4	ron matusalem gran reserva l anos vec
1714	5620736	368	[2 5 3 4 2]	overflow_word_gt4	dia limpiador banos pistola 1l
1715	5620736	0	[2 5 3 4 2]	overflow_word_gt4	dia esparrago verde frasco acg
1716	5620736	0	[2 5 3 4 2]	overflow_word_gt4	ron bermude6 anejo selecto vec
1717	5621376	640	[2 5 3 4 3 2]	overflow_word_gt4	dia chopped pork loncha sobre 6g
1718	5621392	16	[2 5 3 4 3 2 2]	overflow_word_gt4	dia delicious pulpo aceite oliva lata fog
1719	5621520	128	[2 5 3 4 3 4 2]	overflow_word_gt4	dia delicious crema vinagre modena botella dc
1720	5621659	139	[2 5 3 4 3 6 3 3]	overflow_word_gt4	cafe espresso forte capsula royal compatible dolce gusto
1721	5621888	229	[2 5 3 4 4 2]	overflow_word_gt4	dia pepinillo sabor anchoa frasco otg
1722	5621888	0	[2 5 3 4 4 2]	overflow_word_gt4	dia chocolate negro postre tableta xag
1723	5621888	0	[2 5 3 4 4 2]	overflow_word_gt4	dia mermelada extra ciruela frasco utg
1724	5621970	82	[2 5 3 4 4 3 2 2]	overflow_word_gt4	dia delicious filete anchoa aceite oliva lata esg
1725	5621970	0	[2 5 3 4 4 3 2 2]	overflow_word_gt4	dia delicious filete anchoa aceite oliva lata esg
1726	5621970	0	[2 5 3 4 4 3 2 2]	overflow_word_gt4	dia delicious filete anchoa aceite oliva lata esg
1727	5622032	62	[2 5 3 4 4 4 2]	overflow_word_gt4	dia chocolate leche avellana partida tableta jug
1728	5622608	576	[2 5 3 4 5 5 2]	overflow_word_gt4	gel energetico sabor naranja victor3 endurance cog
1729	5624448	1840	[2 5 3 5 1 2]	overflow_word_gt4	dia delicious pasta fusilloni p kg
1730	5624832	384	[2 5 3 5 2]	overflow_word_gt4	mini ensaimada azucar carrefour 6ud
1731	5624832	0	[2 5 3 5 2]	overflow_word_gt4	mini ensaimada azucar carrefour 6ud
1732	5624960	128	[2 5 3 5 2 2]	overflow_word_gt4	dia delicious qeso roqefort cuna acg
1733	5624960	0	[2 5 3 5 2 2]	overflow_word_gt4	dia delicious qeso roqefort cuna acg
1734	5625084	124	[2 5 3 5 2 3 7 4]	overflow_word_gt4	gel limpiador facial dermopure piel grasa imperfeccion eucerin
1735	5625104	20	[2 5 3 5 2 4 2]	overflow_word_gt4	mini magdalena pepita chocolate st michel ajg
1736	5625122	18	[2 5 3 5 2 4 4 2]	overflow_word_gt4	dia vegecampo yemas esparrago mu3 grueso frasco dug
1737	5625472	350	[2 5 3 5 3 2]	overflow_word_gt4	vino carrefour tinto carrefour brik 1l
1738	5625616	144	[2 5 3 5 3 4 2]	overflow_word_gt4	dia aceitudas verde ga6pacha hueso frasco kg
1739	5625984	368	[2 5 3 5 4 2]	overflow_word_gt4	gel limpiador facial dermopure eucerin yaml
1740	5626128	144	[2 5 3 5 4 4 2]	overflow_word_gt4	zumo zanahoria aloe ecologico delizum botella 1l
1741	5626128	0	[2 5 3 5 4 4 2]	overflow_word_gt4	dia chocolate leche almendra partida tableta jug
1742	5628618	2490	[2 5 3 6 1 3 1 2]	overflow_word_gt4	dia delicious pasta tagliatelle al huevo p kg
1743	5630080	1462	[2 5 3 6 4 2]	overflow_word_gt4	dia mermelada extra albaricoqe frasco utg
1744	5630080	0	[2 5 3 6 4 2]	overflow_word_gt4	dia mermelada extra albaricoqe frasco jeg
1745	5630080	0	[2 5 3 6 4 2]	overflow_word_gt4	dia mermelada extra albaricoqe frasco jeg
1746	5634266	4186	[2 5 3 7 4 3 3 2]	overflow_word_gt4	cava ecologico raimat chardonna3 xarello brut nature vic
1747	5634320	54	[2 5 3 7 4 4 2]	overflow_word_gt4	dia delicious leche semidesnatada fresca botella ll
1748	5634320	0	[2 5 3 7 4 4 2]	overflow_word_gt4	dia delicious leche semidesnatada fresca botella ll
1749	5634832	512	[2 5 3 7 5 4 2]	overflow_word_gt4	vino semidulce tinto tempranillo emparrado botella vic
1750	5634832	0	[2 5 3 7 5 4 2]	overflow_word_gt4	vino semidulce tinto tempranillo emparrado botella vic
1751	5636096	1264	[2 5 4]	overflow_word_gt4	lote infantil tokidoki
1752	5640784	4688	[2 5 4 1 1 1 2]	overflow_word_gt4	dia delicious tiramisu p 2 ud pog
1753	5640784	0	[2 5 4 1 1 1 2]	overflow_word_gt4	dia delicious tiramisu p 2 ud pog
1754	5640976	192	[2 5 4 1 1 4 2]	overflow_word_gt4	zumo tropical biftura p 9 briks ec
1755	5640976	0	[2 5 4 1 1 4 2]	overflow_word_gt4	zumo tropical biftura p 9 briks ec
1756	5641216	240	[2 5 4 1 2]	overflow_word_gt4	dia chocoaros blanco p jug
1757	5641216	0	[2 5 4 1 2]	overflow_word_gt4	dia garbanzo lechoso p 1k
1758	5642846	1630	[2 5 4 1 5 1 3 6]	overflow_word_gt4	base maqillaje antiedad el borrador n sand ma3belline
1759	5644288	1442	[2 5 4 2]	overflow_word_gt4	cava freixenet semiseco vic
1760	5644288	0	[2 5 4 2]	overflow_word_gt4	tofu ecologico ecocesta ipg
1761	5644288	0	[2 5 4 2]	overflow_word_gt4	zoco pacharan botella vec
1762	5644288	0	[2 5 4 2]	overflow_word_gt4	zum antiacaros spra3 liml
1763	5644288	0	[2 5 4 2]	overflow_word_gt4	cava codorniu semiseco vic
1764	5644928	640	[2 5 4 2 1 2]	overflow_word_gt4	dia barqillo relleno nata p lg
1765	5645011	83	[2 5 4 2 1 3 2 3]	overflow_word_gt4	gel limpiador botanico hoja te verde piel mi7ta
1766	5645952	941	[2 5 4 2 3 2]	overflow_word_gt4	dia aceituda gordal ch tarro kg
1767	5646208	256	[2 5 4 2 3 6]	overflow_word_gt4	lote corporal hombre axe dark temptation
1768	5646540	332	[2 5 4 2 4 3 1 4]	overflow_word_gt4	dia vegecampo pimiento del piqillo entero al natural
1769	5646924	384	[2 5 4 2 5 1 1 4]	overflow_word_gt4	zumo melocoton manzana uva carrefour p 6 briks
1770	5647056	132	[2 5 4 2 5 3 2]	overflow_word_gt4	zumo melocoton manzana uva carrefour brik 1l
1771	5647056	0	[2 5 4 2 5 3 2]	overflow_word_gt4	zumo melocoton manzana uva carrefour brik 1l
1772	5647281	225	[2 5 4 2 5 6 6 1]	overflow_word_gt4	cafe sontuoso capsula lor espresso compatible nespresso e
1773	5647281	0	[2 5 4 2 5 6 6 1]	overflow_word_gt4	cafe guatemala capsula lor espresso compatible nespresso g
1774	5647281	0	[2 5 4 2 5 6 6 1]	overflow_word_gt4	cafe colombia capsula lor espresso compatible nespresso e
1775	5648384	1103	[2 5 4 3]	overflow_word_gt4	lote infantil studio pets
1776	5648384	0	[2 5 4 3]	overflow_word_gt4	lote infantil studio pets
1777	5648384	0	[2 5 4 3]	overflow_word_gt4	lote infantil studio pets
1778	5649088	704	[2 5 4 3 1 3]	overflow_word_gt4	vela perfumada bosqe verde te chai
1779	5649088	0	[2 5 4 3 1 3]	overflow_word_gt4	vela perfumada bosqe verde te chai
1780	5649088	0	[2 5 4 3 1 3]	overflow_word_gt4	vela perfumada bosqe verde te chai
1781	5649408	320	[2 5 4 3 2]	overflow_word_gt4	dia vegecampo edamame bolsa kg
1782	5649408	0	[2 5 4 3 2]	overflow_word_gt4	cava freixenet organic brut vic
1783	5649920	512	[2 5 4 3 3]	overflow_word_gt4	vela perfumada bosqe verde canela
1784	5649996	76	[2 5 4 3 3 1 1 4]	overflow_word_gt4	base maqillaje radiant lift spf n vi golden
1785	5650048	52	[2 5 4 3 3 2]	overflow_word_gt4	dia panecillo perrito bolsa 6uds lig
1786	5650128	80	[2 5 4 3 3 3 2]	overflow_word_gt4	dia cocktail natural fruto secos bolsa agg
1787	5650138	10	[2 5 4 3 3 3 3 2]	overflow_word_gt4	cava ecologico penalba lope6 brut nature docava vic
1788	5650176	38	[2 5 4 3 3 4]	overflow_word_gt4	vela perfumada bosqe verde flor vainilla
1789	5650266	90	[2 5 4 3 3 5 3 2]	overflow_word_gt4	dia seleccion mundial qeso curado italiano pieza xag
1790	5650274	8	[2 5 4 3 3 5 4 2]	overflow_word_gt4	cava freixenet cordon negro gran seleccion semiseco vic
1791	5650304	30	[2 5 4 3 3 6]	overflow_word_gt4	vela perfumada bosqe verde fruto silvestre
1792	5650338	34	[2 5 4 3 3 6 4 2]	overflow_word_gt4	dia seleccion mundial escama qeso parmigianno regianno dop
1793	5650768	430	[2 5 4 3 4 5 2]	overflow_word_gt4	pan crujiente levadura tres semilla chrupak otg
1794	5651088	320	[2 5 4 3 5 2 2]	overflow_word_gt4	dia chipirone relleno salsa americana lata eng
1795	5651104	16	[2 5 4 3 5 2 4]	overflow_word_gt4	set cuchillo pelador tabla plastico san ignacio
1796	5653120	2016	[2 5 4 4 1 2]	overflow_word_gt4	dia vegecampo alubias blanca p 1k
1797	5653120	0	[2 5 4 4 1 2]	overflow_word_gt4	dia vegecampo alubias blanca p 1k
1798	5653504	384	[2 5 4 4 2]	overflow_word_gt4	dia alcaparra vinagre frasco ing
1799	5653504	0	[2 5 4 4 2]	overflow_word_gt4	vino espumanti blanco sandara vic
1800	5653504	0	[2 5 4 4 2]	overflow_word_gt4	dia macedonia verdura frasco dig
1801	5653504	0	[2 5 4 4 2]	overflow_word_gt4	dia remolacha vinagre frasco otg
1802	5653632	128	[2 5 4 4 2 2]	overflow_word_gt4	dia chocolate blanco tableta 27 acg
1803	5654217	585	[2 5 4 4 3 3 1 1]	overflow_word_gt4	cafe espresso capsula nescafe dolce gusto r ud
1804	5654242	25	[2 5 4 4 3 3 4 2]	overflow_word_gt4	dia delicious aceite virgen extra picual botella kml
1805	5654272	30	[2 5 4 4 3 4]	overflow_word_gt4	gel energetico enervit sport sabor naranja
1806	5654656	384	[2 5 4 4 4 2]	overflow_word_gt4	dia limpiador energico general pistola 1l
1807	5654745	89	[2 5 4 4 4 3 3 1]	overflow_word_gt4	cafe espresso intenso capsula nescafe dolce gusto n
1808	5654810	65	[2 5 4 4 4 4 3 2]	overflow_word_gt4	dia seleccion mundial salmon ahumado noruego sobre xag
1809	5655120	310	[2 5 4 4 5 1 2]	overflow_word_gt4	dia pastelito relleno cubierto chocolate p fag
1810	5655985	865	[2 5 4 4 6 6 6 1]	overflow_word_gt4	cafe espresso tostado capsula starbuck compatible nespresso g
1811	5656272	287	[2 5 4 4 7 3 2]	overflow_word_gt4	dia magdalena cuadrada envasada individualmen bolsa atg
1812	5658240	1968	[2 5 4 5 3 2]	overflow_word_gt4	vino carrefour blanco carrefour brik 1l
1813	5658240	0	[2 5 4 5 3 2]	overflow_word_gt4	vino carrefour blanco carrefour brik 1l
1814	5658240	0	[2 5 4 5 3 2]	overflow_word_gt4	vino carrefour blanco carrefour brik 1l
1815	5658960	720	[2 5 4 5 4 5 2]	overflow_word_gt4	vino italiano moscato spumante blanco caldirola vic
1816	5659084	124	[2 5 4 5 4 7 1 4]	overflow_word_gt4	dia delicious surtido confitado pimiento piqillocebol p 2717
1817	5662992	3908	[2 5 4 6 4 4 2]	overflow_word_gt4	dia limpiador maqina lavavajilla bifasico botella 6ml
1818	5666994	4002	[2 5 4 7 4 2 6 2]	overflow_word_gt4	cafe espresso intenso descafeinado capsula lor ristretto eud
1819	5666994	0	[2 5 4 7 4 2 6 2]	overflow_word_gt4	cafe espresso intenso descafeinado capsula lor ristretto eud
1820	5666994	0	[2 5 4 7 4 2 6 2]	overflow_word_gt4	cafe espresso intenso descafeinado capsula lor ristretto eud
1821	5666994	0	[2 5 4 7 4 2 6 2]	overflow_word_gt4	cafe espresso intenso descafeinado capsula lor ristretto eud
1822	5667600	606	[2 5 4 7 5 4 2]	overflow_word_gt4	vino semidulce blanco chardonna3 emparrado botella vic
1823	5668864	1264	[2 5 5]	overflow_word_gt4	zumo tropical hacendado
1824	5668864	0	[2 5 5]	overflow_word_gt4	pate morcilla hacendado
1825	5668864	0	[2 5 5]	overflow_word_gt4	cono barqillo hacendado
1826	5668864	0	[2 5 5]	overflow_word_gt4	nuez macadamia hacendado
1827	5673680	4816	[2 5 5 1 1 3 2]	overflow_word_gt4	dia mejillone escabeche p 3 latas rig
1828	5673984	304	[2 5 5 1 2]	overflow_word_gt4	pan integral completo ac mlg
1829	5674640	656	[2 5 5 1 3 2 2]	overflow_word_gt4	dia mejillone escabeche in piezas lata bag
1830	5674640	0	[2 5 5 1 3 2 2]	overflow_word_gt4	dia mejillone escabeche in piezas lata bag
1831	5677056	2416	[2 5 5 2]	overflow_word_gt4	miel milflore mellarius udg
1832	5677056	0	[2 5 5 2]	overflow_word_gt4	miel eucalipto carrefour kg
1833	5677056	0	[2 5 5 2]	overflow_word_gt4	lima podologica carrefour 1ud
1834	5677056	0	[2 5 5 2]	overflow_word_gt4	ajo granulado carrefour asg
1835	5677056	0	[2 5 5 2]	overflow_word_gt4	masa hojaldre carrefour 5g
1836	5678080	1024	[2 5 5 2 2]	overflow_word_gt4	cava codorniu benjamin seco ec
1837	5678080	0	[2 5 5 2 2]	overflow_word_gt4	cava codorniu benjamin seco ec
1838	5678080	0	[2 5 5 2 2]	overflow_word_gt4	cava codorniu benjamin seco ec
1839	5678080	0	[2 5 5 2 2]	overflow_word_gt4	cava codorniu benjamin seco ec
1840	5678080	0	[2 5 5 2 2]	overflow_word_gt4	kaki ecologico carrefour bio kg
